index,product_id,category,sub_category,cost_price,list_price
2045,TEC-PH-10001760,Technology,Phones,500,600
2047,FUR-FU-10004848,Furniture,Furnishings,230,290
2050,FUR-CH-10003833,Furniture,Chairs,280,340
2052,FUR-FU-10003142,Furniture,Furnishings,30,30
2054,TEC-AC-10001114,Technology,Accessories,170,200
2055,FUR-CH-10002335,Furniture,Chairs,1510,1590
2056,TEC-AC-10000844,Technology,Accessories,60,80
2057,FUR-TA-10004534,Furniture,Tables,370,410
2058,OFF-FA-10002975,Office Supplies,Fasteners,10,10
2059,OFF-ST-10003996,Office Supplies,Storage,70,80
2060,OFF-BI-10002571,Office Supplies,Binders,20,20
2061,OFF-PA-10000477,Office Supplies,Paper,50,60
2062,OFF-BI-10004209,Office Supplies,Binders,20,20
2063,OFF-ST-10001963,Office Supplies,Storage,360,410
2064,FUR-CH-10003833,Furniture,Chairs,130,150
2065,TEC-AC-10004568,Technology,Accessories,210,250
2066,OFF-AR-10001419,Office Supplies,Art,10,10
2067,TEC-AC-10002800,Technology,Accessories,190,200
2068,FUR-TA-10003954,Furniture,Tables,580,710
2069,OFF-BI-10000301,Office Supplies,Binders,0,0
2070,FUR-CH-10003956,Furniture,Chairs,240,280
2072,TEC-AC-10003289,Technology,Accessories,50,60
2073,TEC-PH-10002468,Technology,Phones,640,760
2074,FUR-FU-10001861,Furniture,Furnishings,50,60
2075,OFF-PA-10004082,Office Supplies,Paper,40,40
2076,OFF-AP-10000358,Office Supplies,Appliances,80,90
2077,OFF-PA-10004243,Office Supplies,Paper,70,90
2078,OFF-PA-10001295,Office Supplies,Paper,100,110
2079,TEC-PH-10002170,Technology,Phones,100,110
2081,OFF-PA-10002870,Office Supplies,Paper,40,40
2083,OFF-LA-10003510,Office Supplies,Labels,110,120
2084,OFF-LA-10000248,Office Supplies,Labels,20,20
2085,OFF-ST-10000060,Office Supplies,Storage,270,320
2086,OFF-PA-10003129,Office Supplies,Paper,140,150
2087,OFF-FA-10004076,Office Supplies,Fasteners,0,0
2088,OFF-LA-10004008,Office Supplies,Labels,10,10
2089,OFF-BI-10004094,Office Supplies,Binders,30,30
2090,FUR-TA-10004607,Furniture,Tables,250,310
2091,FUR-CH-10004289,Furniture,Chairs,430,480
2093,OFF-AR-10001177,Office Supplies,Art,10,10
2094,OFF-BI-10001718,Office Supplies,Binders,470,510
2095,OFF-AR-10004602,Office Supplies,Art,80,90
2097,OFF-ST-10000649,Office Supplies,Storage,40,40
2098,TEC-AC-10002926,Technology,Accessories,240,280
2099,OFF-ST-10000078,Office Supplies,Storage,520,640
2100,OFF-AR-10001044,Office Supplies,Art,80,80
2101,FUR-CH-10002372,Furniture,Chairs,220,260
2102,OFF-PA-10000357,Office Supplies,Paper,180,220
2103,TEC-AC-10001266,Technology,Accessories,30,30
2104,OFF-PA-10004888,Office Supplies,Paper,20,20
2106,OFF-PA-10000157,Office Supplies,Paper,20,20
2107,OFF-BI-10004519,Office Supplies,Binders,340,400
2108,OFF-AR-10004272,Office Supplies,Art,10,10
2109,OFF-FA-10000585,Office Supplies,Fasteners,20,20
2110,FUR-CH-10004218,Furniture,Chairs,300,320
2111,OFF-SU-10004231,Office Supplies,Supplies,20,30
2112,TEC-PH-10001578,Technology,Phones,1090,1300
2113,OFF-ST-10003638,Office Supplies,Storage,50,50
2114,FUR-BO-10002213,Furniture,Bookcases,370,430
2115,FUR-TA-10001307,Furniture,Tables,180,210
2116,OFF-PA-10002222,Office Supplies,Paper,140,160
2118,OFF-BI-10003091,Office Supplies,Binders,860,900
2119,OFF-BI-10000145,Office Supplies,Binders,0,0
2120,FUR-CH-10003061,Furniture,Chairs,190,220
2121,FUR-BO-10001972,Furniture,Bookcases,190,240
2122,OFF-LA-10000134,Office Supplies,Labels,30,30
2123,OFF-EN-10003040,Office Supplies,Envelopes,80,100
2124,TEC-PH-10000923,Technology,Phones,50,60
2125,TEC-AC-10000158,Technology,Accessories,80,90
2126,FUR-FU-10003623,Furniture,Furnishings,50,60
2127,OFF-PA-10001293,Office Supplies,Paper,20,20
2128,OFF-AP-10000124,Office Supplies,Appliances,20,30
2129,OFF-AR-10004511,Office Supplies,Art,30,40
2130,FUR-FU-10000076,Furniture,Furnishings,120,140
2131,OFF-PA-10003883,Office Supplies,Paper,20,20
2132,OFF-BI-10003656,Office Supplies,Binders,120,150
2134,TEC-PH-10002807,Technology,Phones,80,90
2135,FUR-FU-10002364,Furniture,Furnishings,10,10
2136,OFF-BI-10002954,Office Supplies,Binders,0,0
2138,OFF-BI-10003982,Office Supplies,Binders,120,150
2139,OFF-SU-10001664,Office Supplies,Supplies,20,20
2140,FUR-TA-10003238,Furniture,Tables,920,990
2141,OFF-PA-10004675,Office Supplies,Paper,30,30
2142,TEC-PH-10002293,Technology,Phones,20,20
2144,FUR-CH-10002965,Furniture,Chairs,390,420
2145,OFF-BI-10004781,Office Supplies,Binders,40,40
2146,OFF-ST-10001713,Office Supplies,Storage,210,250
2147,FUR-FU-10003975,Furniture,Furnishings,40,40
2148,TEC-PH-10001536,Technology,Phones,70,80
2149,FUR-CH-10001973,Furniture,Chairs,210,230
2150,TEC-AC-10001772,Technology,Accessories,100,110
2151,OFF-PA-10002586,Office Supplies,Paper,10,10
2152,OFF-BI-10004094,Office Supplies,Binders,10,10
2153,FUR-FU-10004973,Furniture,Furnishings,20,20
2154,OFF-FA-10000624,Office Supplies,Fasteners,20,20
2155,OFF-ST-10001097,Office Supplies,Storage,460,500
2156,OFF-ST-10001469,Office Supplies,Storage,150,160
2157,OFF-AR-10004956,Office Supplies,Art,20,20
2158,OFF-BI-10004236,Office Supplies,Binders,10,10
2159,FUR-FU-10002937,Furniture,Furnishings,70,80
2160,OFF-AR-10003696,Office Supplies,Art,30,30
2161,OFF-PA-10004359,Office Supplies,Paper,290,310
2162,TEC-AC-10002402,Technology,Accessories,170,190
2163,OFF-PA-10000551,Office Supplies,Paper,10,10
2164,FUR-FU-10003394,Furniture,Furnishings,130,140
2165,OFF-AR-10002067,Office Supplies,Art,20,20
2168,TEC-AC-10000927,Technology,Accessories,60,70
2169,TEC-PH-10003931,Technology,Phones,100,110
2170,FUR-CH-10004675,Furniture,Chairs,290,310
2171,OFF-BI-10004506,Office Supplies,Binders,20,20
2173,OFF-ST-10000943,Office Supplies,Storage,50,60
2174,OFF-PA-10000740,Office Supplies,Paper,50,50
2175,OFF-PA-10003001,Office Supplies,Paper,50,60
2176,OFF-BI-10001628,Office Supplies,Binders,40,40
2177,OFF-PA-10001509,Office Supplies,Paper,70,70
2178,OFF-BI-10000309,Office Supplies,Binders,80,90
2179,OFF-LA-10003923,Office Supplies,Labels,40,40
2180,FUR-CH-10002084,Furniture,Chairs,400,440
2181,TEC-MA-10000488,Technology,Machines,3480,4000
2182,TEC-AC-10001767,Technology,Accessories,180,200
2183,FUR-FU-10001940,Furniture,Furnishings,50,60
2186,OFF-EN-10003134,Office Supplies,Envelopes,60,70
2187,FUR-FU-10003708,Furniture,Furnishings,100,120
2188,TEC-PH-10003645,Technology,Phones,1310,1450
2189,OFF-AP-10000692,Office Supplies,Appliances,50,60
2190,OFF-BI-10001718,Office Supplies,Binders,120,150
2191,OFF-AP-10002082,Office Supplies,Appliances,70,70
2192,OFF-PA-10001125,Office Supplies,Paper,100,120
2193,OFF-AP-10000252,Office Supplies,Appliances,30,40
2194,TEC-AC-10003038,Technology,Accessories,40,40
2195,OFF-AR-10000940,Office Supplies,Art,0,0
2196,OFF-AR-10001954,Office Supplies,Art,10,10
2197,OFF-PA-10003177,Office Supplies,Paper,20,20
2200,TEC-PH-10002563,Technology,Phones,810,880
2202,FUR-FU-10004748,Furniture,Furnishings,150,190
2203,FUR-FU-10001473,Furniture,Furnishings,20,20
2204,OFF-AR-10000538,Office Supplies,Art,60,70
2206,TEC-PH-10001552,Technology,Phones,40,40
2207,OFF-AR-10000390,Office Supplies,Art,20,20
2208,TEC-PH-10001079,Technology,Phones,680,830
2209,OFF-BI-10003460,Office Supplies,Binders,40,40
2210,OFF-AP-10003842,Office Supplies,Appliances,160,170
2211,FUR-FU-10003535,Furniture,Furnishings,20,30
2213,OFF-BI-10001922,Office Supplies,Binders,50,60
2214,OFF-AP-10000576,Office Supplies,Appliances,200,240
2215,FUR-CH-10000553,Furniture,Chairs,90,110
2216,OFF-AR-10003469,Office Supplies,Art,0,0
2218,OFF-ST-10001580,Office Supplies,Storage,10,10
2219,TEC-PH-10001817,Technology,Phones,1090,1150
2220,TEC-PH-10001578,Technology,Phones,450,490
2221,OFF-AR-10004078,Office Supplies,Art,30,40
2222,FUR-CH-10004860,Furniture,Chairs,60,70
2223,OFF-PA-10003790,Office Supplies,Paper,50,50
2224,FUR-BO-10002202,Furniture,Bookcases,60,70
2226,TEC-PH-10002496,Technology,Phones,110,120
2227,FUR-TA-10003238,Furniture,Tables,310,330
2228,OFF-BI-10004390,Office Supplies,Binders,540,670
2229,OFF-AP-10002765,Office Supplies,Appliances,40,50
2230,FUR-FU-10000293,Furniture,Furnishings,470,530
2231,OFF-ST-10003692,Office Supplies,Storage,190,230
2232,TEC-PH-10001051,Technology,Phones,280,320
2233,TEC-AC-10001013,Technology,Accessories,200,210
2234,OFF-ST-10000025,Office Supplies,Storage,160,190
2235,OFF-AR-10000817,Office Supplies,Art,20,20
2236,OFF-SU-10000952,Office Supplies,Supplies,40,40
2237,FUR-FU-10004597,Furniture,Furnishings,30,40
2238,OFF-BI-10003527,Office Supplies,Binders,820,1020
2239,OFF-BI-10002982,Office Supplies,Binders,30,40
2240,TEC-PH-10004165,Technology,Phones,470,490
2241,OFF-ST-10003442,Office Supplies,Storage,50,60
2244,OFF-AP-10001492,Office Supplies,Appliances,10,10
2245,TEC-PH-10004165,Technology,Phones,570,660
2246,OFF-PA-10004285,Office Supplies,Paper,10,10
2247,OFF-BI-10001628,Office Supplies,Binders,30,40
2249,OFF-AP-10001391,Office Supplies,Appliances,460,540
2250,OFF-PA-10000477,Office Supplies,Paper,20,20
2251,OFF-PA-10004327,Office Supplies,Paper,110,140
2252,OFF-AP-10000696,Office Supplies,Appliances,40,40
2253,OFF-AP-10002082,Office Supplies,Appliances,40,40
2254,TEC-PH-10001944,Technology,Phones,410,440
2255,FUR-FU-10004952,Furniture,Furnishings,100,110
2256,FUR-CH-10000015,Furniture,Chairs,980,1210
2257,OFF-PA-10001776,Office Supplies,Paper,20,20
2258,OFF-FA-10002280,Office Supplies,Fasteners,10,10
2261,FUR-BO-10004015,Furniture,Bookcases,320,360
2262,TEC-AC-10004145,Technology,Accessories,450,500
2265,OFF-PA-10003919,Office Supplies,Paper,10,10
2266,OFF-PA-10002001,Office Supplies,Paper,10,10
2267,OFF-PA-10002787,Office Supplies,Paper,10,10
2269,OFF-AR-10004344,Office Supplies,Art,40,50
2270,OFF-ST-10003123,Office Supplies,Storage,170,200
2271,FUR-FU-10000308,Furniture,Furnishings,410,440
2272,TEC-CO-10003763,Technology,Copiers,1060,1120
2273,FUR-TA-10001866,Furniture,Tables,110,140
2274,FUR-CH-10002774,Furniture,Chairs,110,120
2275,OFF-ST-10004337,Office Supplies,Storage,260,310
2276,FUR-TA-10001039,Furniture,Tables,80,90
2277,TEC-AC-10000109,Technology,Accessories,180,220
2278,FUR-CH-10003833,Furniture,Chairs,90,100
2279,FUR-CH-10004289,Furniture,Chairs,550,610
2280,FUR-BO-10004467,Furniture,Bookcases,180,200
2281,OFF-PA-10002713,Office Supplies,Paper,40,50
2282,TEC-PH-10001552,Technology,Phones,20,20
2283,OFF-AP-10002222,Office Supplies,Appliances,50,60
2284,OFF-PA-10003971,Office Supplies,Paper,10,10
2285,OFF-AP-10004036,Office Supplies,Appliances,40,40
2286,OFF-AP-10002287,Office Supplies,Appliances,20,20
2288,FUR-TA-10001950,Furniture,Tables,770,890
2289,TEC-PH-10001557,Technology,Phones,230,290
2290,FUR-FU-10002937,Furniture,Furnishings,500,600
2291,OFF-PA-10001166,Office Supplies,Paper,10,10
2293,FUR-FU-10003708,Furniture,Furnishings,160,180
2295,FUR-FU-10000965,Furniture,Furnishings,210,260
2296,TEC-PH-10001527,Technology,Phones,40,40
2297,TEC-AC-10001838,Technology,Accessories,1250,1400
2298,TEC-PH-10002597,Technology,Phones,470,500
2299,OFF-BI-10000756,Office Supplies,Binders,10,10
2301,TEC-AC-10001142,Technology,Accessories,300,320
2302,FUR-CH-10000785,Furniture,Chairs,580,720
2303,OFF-PA-10000474,Office Supplies,Paper,100,110
2304,FUR-BO-10003441,Furniture,Bookcases,120,140
2306,TEC-AC-10001432,Technology,Accessories,350,390
2307,FUR-CH-10001394,Furniture,Chairs,260,280
2308,OFF-ST-10002370,Office Supplies,Storage,60,70
2309,OFF-AR-10002956,Office Supplies,Art,80,90
2310,OFF-AR-10001955,Office Supplies,Art,20,20
2311,OFF-ST-10001809,Office Supplies,Storage,190,220
2313,OFF-AP-10002118,Office Supplies,Appliances,400,420
2315,FUR-CH-10003833,Furniture,Chairs,170,180
2316,OFF-BI-10002072,Office Supplies,Binders,50,60
2317,TEC-AC-10003095,Technology,Accessories,350,390
2318,OFF-AP-10001563,Office Supplies,Appliances,180,190
2319,TEC-AC-10000358,Technology,Accessories,240,270
2320,OFF-BI-10004492,Office Supplies,Binders,80,90
2321,OFF-BI-10001072,Office Supplies,Binders,60,60
2322,OFF-BI-10003707,Office Supplies,Binders,60,80
2323,OFF-BI-10000977,Office Supplies,Binders,300,360
2324,OFF-BI-10002082,Office Supplies,Binders,70,80
2325,FUR-BO-10004709,Furniture,Bookcases,50,50
2327,OFF-EN-10004147,Office Supplies,Envelopes,10,10
2328,FUR-FU-10001468,Furniture,Furnishings,510,550
2330,OFF-PA-10000380,Office Supplies,Paper,30,40
2331,OFF-PA-10004071,Office Supplies,Paper,260,280
2333,OFF-AP-10000696,Office Supplies,Appliances,60,70
2335,OFF-AP-10000026,Office Supplies,Appliances,390,430
2336,OFF-PA-10003936,Office Supplies,Paper,20,30
2337,OFF-PA-10004530,Office Supplies,Paper,40,50
2338,OFF-AR-10004930,Office Supplies,Art,10,10
2340,FUR-FU-10002501,Furniture,Furnishings,60,60
2341,TEC-AC-10000358,Technology,Accessories,100,110
2342,OFF-ST-10004804,Office Supplies,Storage,110,120
2343,OFF-AP-10001205,Office Supplies,Appliances,390,490
2344,OFF-PA-10000659,Office Supplies,Paper,60,70
2345,OFF-BI-10004141,Office Supplies,Binders,0,0
2346,FUR-TA-10004619,Furniture,Tables,520,560
2348,OFF-BI-10000632,Office Supplies,Binders,60,70
2349,OFF-PA-10003724,Office Supplies,Paper,10,10
2350,OFF-AP-10002765,Office Supplies,Appliances,70,80
2352,FUR-BO-10002545,Furniture,Bookcases,1350,1550
2353,OFF-BI-10002735,Office Supplies,Binders,120,140
2354,TEC-AC-10004864,Technology,Accessories,40,40
2355,TEC-MA-10000597,Technology,Machines,190,240
2356,FUR-TA-10003473,Furniture,Tables,1440,1580
2357,FUR-TA-10001950,Furniture,Tables,900,1070
2358,FUR-TA-10004175,Furniture,Tables,500,610
2359,OFF-PA-10002960,Office Supplies,Paper,30,30
2360,OFF-PA-10000919,Office Supplies,Paper,140,160
2361,OFF-BI-10001553,Office Supplies,Binders,10,10
2362,FUR-FU-10004864,Furniture,Furnishings,110,130
2363,OFF-AP-10004540,Office Supplies,Appliances,150,160
2364,OFF-BI-10004965,Office Supplies,Binders,40,50
2365,FUR-CH-10001714,Furniture,Chairs,100,120
2366,OFF-PA-10002464,Office Supplies,Paper,20,20
2367,FUR-FU-10002298,Furniture,Furnishings,470,530
2368,OFF-AR-10000315,Office Supplies,Art,0,0
2369,TEC-AC-10004353,Technology,Accessories,200,250
2370,FUR-FU-10004973,Furniture,Furnishings,50,60
2371,OFF-FA-10000936,Office Supplies,Fasteners,0,0
2372,OFF-PA-10001609,Office Supplies,Paper,20,20
2373,FUR-CH-10000785,Furniture,Chairs,220,250
2375,OFF-BI-10001718,Office Supplies,Binders,60,80
2376,OFF-SU-10004768,Office Supplies,Supplies,10,10
2377,OFF-PA-10003883,Office Supplies,Paper,30,30
2379,OFF-PA-10002581,Office Supplies,Paper,40,50
2380,FUR-FU-10004848,Furniture,Furnishings,40,50
2381,OFF-AP-10002403,Office Supplies,Appliances,150,180
2382,OFF-AR-10003087,Office Supplies,Art,20,20
2383,OFF-BI-10002026,Office Supplies,Binders,180,190
2384,TEC-PH-10000141,Technology,Phones,170,210
2385,TEC-CO-10000971,Technology,Copiers,410,480
2386,OFF-FA-10001229,Office Supplies,Fasteners,10,10
2387,OFF-BI-10002437,Office Supplies,Binders,20,20
2388,OFF-PA-10004255,Office Supplies,Paper,10,10
2389,OFF-PA-10001184,Office Supplies,Paper,40,40
2390,TEC-AC-10002637,Technology,Accessories,1390,1620
2391,FUR-FU-10002878,Furniture,Furnishings,100,110
2392,OFF-AR-10000588,Office Supplies,Art,30,40
2393,TEC-AC-10002217,Technology,Accessories,40,40
2394,TEC-AC-10001267,Technology,Accessories,50,60
2395,OFF-PA-10004041,Office Supplies,Paper,30,40
2398,OFF-ST-10001809,Office Supplies,Storage,580,630
2399,OFF-ST-10002214,Office Supplies,Storage,50,60
2400,OFF-ST-10000649,Office Supplies,Storage,70,90
2401,OFF-EN-10001990,Office Supplies,Envelopes,20,30
2402,FUR-BO-10000780,Furniture,Bookcases,810,960
2403,TEC-AC-10002049,Technology,Accessories,900,1120
2404,TEC-PH-10003555,Technology,Phones,120,130
2405,TEC-PH-10000702,Technology,Phones,60,80
2406,OFF-AR-10003631,Office Supplies,Art,20,20
2407,TEC-PH-10003072,Technology,Phones,300,360
2408,FUR-FU-10000758,Furniture,Furnishings,190,210
2412,FUR-TA-10002356,Furniture,Tables,540,630
2413,FUR-CH-10001714,Furniture,Chairs,650,750
2414,FUR-BO-10002824,Furniture,Bookcases,240,300
2415,TEC-AC-10002842,Technology,Accessories,510,600
2417,TEC-MA-10000112,Technology,Machines,1970,2400
2418,OFF-ST-10002289,Office Supplies,Storage,60,60
2419,TEC-AC-10004171,Technology,Accessories,100,100
2420,OFF-ST-10003656,Office Supplies,Storage,220,230
2422,TEC-AC-10002473,Technology,Accessories,130,160
2423,OFF-BI-10000632,Office Supplies,Binders,10,10
2424,FUR-TA-10002645,Furniture,Tables,220,270
2425,OFF-FA-10002975,Office Supplies,Fasteners,30,40
2426,OFF-BI-10003784,Office Supplies,Binders,0,0
2427,OFF-BI-10001617,Office Supplies,Binders,10,10
2429,OFF-LA-10000240,Office Supplies,Labels,50,60
2431,FUR-CH-10002439,Furniture,Chairs,340,370
2432,TEC-PH-10001536,Technology,Phones,40,50
2433,OFF-EN-10001532,Office Supplies,Envelopes,20,30
2434,OFF-AP-10003057,Office Supplies,Appliances,770,830
2435,FUR-FU-10003708,Furniture,Furnishings,470,550
2436,FUR-TA-10000849,Furniture,Tables,130,150
2437,OFF-PA-10002259,Office Supplies,Paper,30,40
2439,TEC-PH-10004614,Technology,Phones,290,350
2440,FUR-TA-10003748,Furniture,Tables,140,170
2441,OFF-AP-10003217,Office Supplies,Appliances,580,660
2442,TEC-AC-10002399,Technology,Accessories,80,100
2443,OFF-EN-10002973,Office Supplies,Envelopes,30,30
2444,TEC-PH-10001336,Technology,Phones,210,260
2445,OFF-EN-10000461,Office Supplies,Envelopes,20,20
2446,FUR-CH-10000988,Furniture,Chairs,420,490
2447,OFF-ST-10001809,Office Supplies,Storage,260,270
2448,OFF-BI-10003963,Office Supplies,Binders,30,30
2449,OFF-LA-10000081,Office Supplies,Labels,20,20
2450,TEC-PH-10000149,Technology,Phones,100,120
2452,TEC-AC-10002399,Technology,Accessories,50,60
2453,TEC-AC-10003038,Technology,Accessories,60,70
2454,OFF-ST-10000344,Office Supplies,Storage,90,110
2456,OFF-AR-10001683,Office Supplies,Art,50,60
2457,OFF-ST-10003455,Office Supplies,Storage,40,50
2458,OFF-AP-10002578,Office Supplies,Appliances,90,100
2459,OFF-PA-10001763,Office Supplies,Paper,30,30
2460,OFF-BI-10001597,Office Supplies,Binders,80,100
2461,OFF-BI-10001524,Office Supplies,Binders,70,80
2463,TEC-PH-10000576,Technology,Phones,120,140
2464,OFF-LA-10001317,Office Supplies,Labels,0,0
2465,OFF-PA-10000726,Office Supplies,Paper,10,10
2466,OFF-ST-10003306,Office Supplies,Storage,520,570
2467,OFF-PA-10004983,Office Supplies,Paper,30,30
2468,OFF-ST-10001291,Office Supplies,Storage,20,20
2469,FUR-FU-10002107,Furniture,Furnishings,10,10
2470,FUR-BO-10002213,Furniture,Bookcases,410,450
2471,OFF-AP-10000692,Office Supplies,Appliances,60,60
2472,FUR-CH-10001190,Furniture,Chairs,200,220
2473,TEC-AC-10000682,Technology,Accessories,70,80
2474,OFF-LA-10004545,Office Supplies,Labels,70,90
2475,OFF-AP-10003057,Office Supplies,Appliances,960,1100
2476,FUR-TA-10000198,Furniture,Tables,1110,1320
2478,OFF-SU-10002557,Office Supplies,Supplies,10,10
2479,OFF-ST-10003656,Office Supplies,Storage,130,150
2480,OFF-ST-10001097,Office Supplies,Storage,900,1000
2481,TEC-PH-10000912,Technology,Phones,40,40
2482,FUR-TA-10000617,Furniture,Tables,930,1140
2483,OFF-BI-10001658,Office Supplies,Binders,90,100
2485,OFF-ST-10001837,Office Supplies,Storage,80,90
2486,OFF-AR-10001473,Office Supplies,Art,10,10
2487,OFF-PA-10004285,Office Supplies,Paper,20,20
2488,TEC-PH-10001835,Technology,Phones,550,630
2489,OFF-PA-10002245,Office Supplies,Paper,20,20
2490,OFF-PA-10001457,Office Supplies,Paper,70,90
2491,TEC-PH-10002885,Technology,Phones,3730,4550
2492,FUR-TA-10004086,Furniture,Tables,250,300
2493,TEC-PH-10000895,Technology,Phones,580,720
2494,FUR-CH-10000225,Furniture,Chairs,540,650
2495,OFF-ST-10002370,Office Supplies,Storage,50,60
2496,OFF-EN-10000056,Office Supplies,Envelopes,110,120
2497,OFF-BI-10004817,Office Supplies,Binders,10,10
2498,OFF-EN-10004483,Office Supplies,Envelopes,30,40
2499,OFF-PA-10001892,Office Supplies,Paper,10,10
2501,OFF-BI-10001294,Office Supplies,Binders,10,10
2502,OFF-LA-10000248,Office Supplies,Labels,10,10
2503,OFF-ST-10001228,Office Supplies,Storage,40,50
2504,OFF-SU-10000151,Office Supplies,Supplies,7370,8190
2505,FUR-FU-10004351,Furniture,Furnishings,70,80
2506,OFF-AP-10001293,Office Supplies,Appliances,30,30
2507,TEC-PH-10000675,Technology,Phones,190,200
2508,TEC-AC-10000580,Technology,Accessories,390,480
2509,OFF-ST-10003470,Office Supplies,Storage,1000,1120
2510,TEC-AC-10003116,Technology,Accessories,90,110
2511,OFF-BI-10002429,Office Supplies,Binders,50,50
2512,TEC-AC-10003280,Technology,Accessories,90,100
2514,OFF-ST-10000585,Office Supplies,Storage,210,260
2515,OFF-EN-10003001,Office Supplies,Envelopes,500,600
2516,FUR-FU-10003975,Furniture,Furnishings,110,130
2517,OFF-LA-10004559,Office Supplies,Labels,20,20
2518,OFF-LA-10003223,Office Supplies,Labels,20,30
2519,OFF-AP-10002651,Office Supplies,Appliances,730,870
2521,TEC-PH-10003442,Technology,Phones,10,10
2522,OFF-BI-10000977,Office Supplies,Binders,110,120
2523,OFF-AR-10004078,Office Supplies,Art,40,40
2524,TEC-AC-10002550,Technology,Accessories,20,30
2525,OFF-BI-10004965,Office Supplies,Binders,10,10
2526,OFF-BI-10004209,Office Supplies,Binders,10,10
2527,OFF-PA-10001526,Office Supplies,Paper,10,10
2529,OFF-PA-10000595,Office Supplies,Paper,100,110
2530,OFF-BI-10000829,Office Supplies,Binders,20,20
2531,OFF-FA-10002676,Office Supplies,Fasteners,10,10
2532,TEC-AC-10000844,Technology,Accessories,320,340
2533,OFF-ST-10004459,Office Supplies,Storage,1580,1800
2534,TEC-AC-10003499,Technology,Accessories,50,50
2535,FUR-CH-10000513,Furniture,Chairs,160,180
2536,TEC-PH-10000895,Technology,Phones,350,430
2537,TEC-PH-10002555,Technology,Phones,150,160
2538,FUR-CH-10003312,Furniture,Chairs,1280,1350
2539,FUR-CH-10004086,Furniture,Chairs,590,700
2540,FUR-FU-10002759,Furniture,Furnishings,90,110
2541,OFF-AP-10002191,Office Supplies,Appliances,130,140
2542,FUR-BO-10003450,Furniture,Bookcases,160,170
2544,OFF-ST-10004804,Office Supplies,Storage,180,210
2545,FUR-BO-10001337,Furniture,Bookcases,80,100
2546,OFF-AR-10002255,Office Supplies,Art,0,0
2547,TEC-PH-10002624,Technology,Phones,1520,1880
2548,OFF-PA-10001878,Office Supplies,Paper,260,310
2550,FUR-FU-10004665,Furniture,Furnishings,750,820
2552,OFF-PA-10000029,Office Supplies,Paper,30,30
2553,TEC-PH-10000369,Technology,Phones,670,710
2554,TEC-AC-10001590,Technology,Accessories,40,50
2555,FUR-FU-10004909,Furniture,Furnishings,40,50
2556,OFF-AP-10002287,Office Supplies,Appliances,10,10
2557,FUR-BO-10004357,Furniture,Bookcases,1340,1410
2558,OFF-LA-10003766,Office Supplies,Labels,20,20
2559,OFF-ST-10000046,Office Supplies,Storage,290,320
2560,OFF-LA-10003190,Office Supplies,Labels,10,10
2562,TEC-AC-10000387,Technology,Accessories,20,20
2564,TEC-AC-10003116,Technology,Accessories,60,70
2565,OFF-BI-10001308,Office Supplies,Binders,30,30
2566,FUR-TA-10003954,Furniture,Tables,2540,2670
2567,OFF-ST-10003282,Office Supplies,Storage,390,480
2568,TEC-PH-10000576,Technology,Phones,150,160
2571,TEC-AC-10004145,Technology,Accessories,1270,1400
2572,FUR-FU-10000293,Furniture,Furnishings,460,530
2573,OFF-EN-10004955,Office Supplies,Envelopes,20,20
2574,OFF-BI-10001071,Office Supplies,Binders,290,320
2576,OFF-AP-10002734,Office Supplies,Appliances,570,680
2577,FUR-FU-10004587,Furniture,Furnishings,50,60
2578,OFF-ST-10004337,Office Supplies,Storage,400,490
2579,OFF-PA-10003072,Office Supplies,Paper,20,20
2580,OFF-PA-10000380,Office Supplies,Paper,20,20
2581,TEC-PH-10004833,Technology,Phones,140,160
2582,FUR-FU-10001847,Furniture,Furnishings,10,10
2583,TEC-PH-10002103,Technology,Phones,170,190
2585,OFF-ST-10001476,Office Supplies,Storage,210,250
2586,FUR-FU-10002045,Furniture,Furnishings,20,20
2587,OFF-ST-10001505,Office Supplies,Storage,10,10
2588,TEC-PH-10001433,Technology,Phones,200,250
2589,FUR-FU-10004671,Furniture,Furnishings,10,10
2590,FUR-TA-10003569,Furniture,Tables,500,600
2591,TEC-PH-10002807,Technology,Phones,80,80
2592,OFF-BI-10001597,Office Supplies,Binders,270,330
2593,OFF-EN-10003296,Office Supplies,Envelopes,160,180
2594,OFF-BI-10004632,Office Supplies,Binders,840,910
2595,TEC-PH-10002310,Technology,Phones,500,590
2596,OFF-ST-10000078,Office Supplies,Storage,460,530
2597,OFF-PA-10001752,Office Supplies,Paper,10,10
2598,OFF-AP-10000026,Office Supplies,Appliances,100,120
2599,OFF-SU-10002573,Office Supplies,Supplies,100,120
2601,TEC-MA-10003356,Technology,Machines,1240,1350
2602,FUR-BO-10000362,Furniture,Bookcases,110,140
2603,FUR-FU-10003878,Furniture,Furnishings,50,60
2604,OFF-BI-10000591,Office Supplies,Binders,0,0
2605,OFF-AR-10003727,Office Supplies,Art,20,20
2606,TEC-AC-10001635,Technology,Accessories,20,20
2608,FUR-TA-10000577,Furniture,Tables,1160,1220
2611,FUR-FU-10000221,Furniture,Furnishings,10,10
2612,FUR-CH-10002304,Furniture,Chairs,40,40
2613,FUR-CH-10004886,Furniture,Chairs,210,230
2614,OFF-BI-10001525,Office Supplies,Binders,20,20
2615,OFF-LA-10003663,Office Supplies,Labels,10,10
2616,OFF-BI-10001294,Office Supplies,Binders,100,120
