order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,final_customer_price,profit
2088,16-11-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003129,140,150,3,4,432.0,12.0
2089,27-04-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,OFF-FA-10004076,0,0,2,4,0.0,0.0
2090,12-02-2023,Standard Class,Corporate,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Labels,OFF-LA-10004008,10,10,2,2,19.6,-0.3999999999999986
2091,31-10-2022,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10004094,30,30,3,4,86.39999999999999,-3.6000000000000085
2092,21-09-2023,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Tables,FUR-TA-10004607,250,310,3,2,911.4,161.39999999999998
2093,09-06-2022,Standard Class,Home Office,United States,Moorhead,Minnesota,56560,Central,Furniture,Chairs,FUR-CH-10004289,430,480,5,3,2328.0,178.0
2094,27-06-2022,Second Class,Consumer,United States,Farmington,New Mexico,87401,West,Office Supplies,Supplies,OFF-SU-10004498,10,10,1,3,9.7,-0.3000000000000007
2095,08-08-2023,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,OFF-AR-10001177,10,10,5,3,48.5,-1.5
2096,25-10-2023,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,OFF-BI-10001718,470,510,8,5,3876.0,116.0
2097,28-11-2022,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10004602,80,90,4,4,345.59999999999997,25.599999999999966
2098,26-04-2022,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10003856,10,10,3,2,29.4,-0.6000000000000014
2099,02-04-2023,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,OFF-ST-10000649,40,40,3,3,116.39999999999999,-3.6000000000000085
2100,30-08-2023,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,TEC-AC-10002926,240,280,7,3,1901.2,221.20000000000005
2101,03-03-2022,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Storage,OFF-ST-10000078,520,640,3,2,1881.6,321.5999999999999
2102,21-11-2022,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Art,OFF-AR-10001044,80,80,4,3,310.4,-9.600000000000023
2103,04-09-2022,Same Day,Home Office,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10002372,220,260,4,3,1008.8,128.79999999999995
2104,23-10-2023,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10000357,180,220,4,5,836.0,116.0
2105,26-12-2023,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001266,30,30,2,3,58.199999999999996,-1.8000000000000043
2106,01-07-2022,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,OFF-PA-10004888,20,20,3,2,58.8,-1.2000000000000028
2107,30-11-2022,Same Day,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Binders,OFF-BI-10003460,0,0,1,3,0.0,0.0
2108,02-03-2022,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Paper,OFF-PA-10000157,20,20,1,4,19.2,-0.8000000000000007
2109,09-12-2022,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Binders,OFF-BI-10004519,340,400,3,3,1164.0,144.0
2110,08-05-2022,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,OFF-AR-10004272,10,10,3,2,29.4,-0.6000000000000014
2111,25-07-2023,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Fasteners,OFF-FA-10000585,20,20,5,2,98.0,-2.0
2112,09-09-2022,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Chairs,FUR-CH-10004218,300,320,4,2,1254.4,54.40000000000009
2113,13-11-2022,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Supplies,OFF-SU-10004231,20,30,3,4,86.39999999999999,26.39999999999999
2114,14-11-2022,Same Day,Consumer,United States,Redlands,California,92374,West,Technology,Phones,TEC-PH-10001578,1090,1300,4,3,5044.0,684.0
2115,19-06-2023,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,OFF-ST-10003638,50,50,2,4,96.0,-4.0
2116,03-10-2023,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Bookcases,FUR-BO-10002213,370,430,1,2,421.4,51.39999999999998
2117,18-09-2022,Second Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Tables,FUR-TA-10001307,180,210,1,3,203.7,23.69999999999999
2118,24-11-2023,Standard Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Paper,OFF-PA-10002222,140,160,7,4,1075.2,95.20000000000005
2119,12-06-2023,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10002479,10,10,1,5,9.5,-0.5
2120,06-04-2023,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10003091,860,900,5,3,4365.0,65.0
2121,20-09-2023,Standard Class,Consumer,United States,Ormond Beach,Florida,32174,South,Office Supplies,Binders,OFF-BI-10000145,0,0,3,4,0.0,0.0
2122,04-02-2022,First Class,Corporate,United States,Sunnyvale,California,94086,West,Furniture,Chairs,FUR-CH-10003061,190,220,3,5,627.0,57.0
2123,16-12-2023,Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Furniture,Bookcases,FUR-BO-10001972,190,240,2,3,465.59999999999997,85.59999999999997
2124,29-09-2022,Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Office Supplies,Labels,OFF-LA-10000134,30,30,9,2,264.6,-5.399999999999977
2125,08-08-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Envelopes,OFF-EN-10003040,80,100,5,3,485.0,85.0
2126,09-08-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10000923,50,60,7,3,407.4,57.39999999999998
2127,04-02-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10000158,80,90,3,3,261.9,21.899999999999977
2128,13-11-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10003623,50,60,3,3,174.6,24.599999999999994
2129,06-10-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10001293,20,20,4,4,76.8,-3.200000000000003
2130,03-06-2023,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Appliances,OFF-AP-10000124,20,30,4,2,117.6,37.599999999999994
2131,16-02-2023,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Art,OFF-AR-10004511,30,40,9,3,349.2,79.19999999999999
2132,24-03-2022,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Furniture,Furnishings,FUR-FU-10000076,120,140,7,5,931.0,91.0
2133,04-10-2023,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10003883,20,20,3,3,58.199999999999996,-1.8000000000000043
2134,02-02-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10003656,120,150,3,2,441.0,81.0
2135,13-01-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,OFF-FA-10000053,10,10,7,5,66.5,-3.5
2136,09-11-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002807,80,90,4,3,349.2,29.19999999999999
2137,05-03-2023,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Furnishings,FUR-FU-10002364,10,10,5,4,48.0,-2.0
2138,29-06-2022,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,OFF-BI-10002954,0,0,4,4,0.0,0.0
2139,11-08-2023,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004092,140,150,3,5,427.5,7.5
2140,29-07-2023,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,OFF-BI-10003982,120,150,9,3,1309.5,229.5
2141,06-11-2023,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,OFF-SU-10001664,20,20,2,2,39.2,-0.7999999999999972
2142,26-08-2022,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Tables,FUR-TA-10003238,920,990,3,3,2880.9,120.90000000000009
2143,15-04-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10004675,30,30,6,5,171.0,-9.0
2144,14-01-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10002293,20,20,2,3,38.8,-1.2000000000000028
2145,02-08-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,OFF-FA-10002780,20,20,7,3,135.79999999999998,-4.200000000000017
2146,07-01-2022,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Furniture,Chairs,FUR-CH-10002965,390,420,3,4,1209.6,39.59999999999991
2147,09-07-2023,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,OFF-BI-10004781,40,40,4,3,155.2,-4.800000000000011
2148,18-03-2022,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Storage,OFF-ST-10001713,210,250,6,3,1455.0,195.0
2149,02-04-2022,Standard Class,Consumer,United States,Concord,California,94521,West,Furniture,Furnishings,FUR-FU-10003975,40,40,1,4,38.4,-1.6000000000000014
2150,31-05-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10001536,70,80,5,4,384.0,34.0
2151,23-03-2023,Standard Class,Consumer,United States,College Station,Texas,77840,Central,Furniture,Chairs,FUR-CH-10001973,210,230,3,3,669.3,39.299999999999955
2152,11-10-2022,Second Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Technology,Accessories,TEC-AC-10001772,100,110,7,3,746.9,46.89999999999998
2153,09-03-2023,Standard Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,OFF-PA-10002586,10,10,3,5,28.5,-1.5
2154,01-03-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004094,10,10,2,2,19.6,-0.3999999999999986
2155,02-05-2022,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,FUR-FU-10004973,20,20,3,5,57.0,-3.0
2156,20-05-2022,Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,OFF-FA-10000624,20,20,6,5,114.0,-6.0
2157,20-01-2023,First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,OFF-ST-10001097,460,500,3,4,1440.0,60.0
2158,13-07-2022,First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,OFF-ST-10001469,150,160,3,3,465.59999999999997,15.599999999999966
2159,12-10-2022,Standard Class,Home Office,United States,Deltona,Florida,32725,South,Office Supplies,Art,OFF-AR-10004956,20,20,4,2,78.4,-1.5999999999999943
2160,30-03-2022,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10004236,10,10,3,2,29.4,-0.6000000000000014
2161,11-11-2022,Same Day,Consumer,United States,Cincinnati,Ohio,45231,East,Furniture,Furnishings,FUR-FU-10002937,70,80,1,4,76.8,6.799999999999997
2162,20-08-2023,Standard Class,Home Office,United States,Oakland,California,94601,West,Office Supplies,Art,OFF-AR-10003696,30,30,1,5,28.5,-1.5
2163,14-10-2022,Standard Class,Home Office,United States,Manteca,California,95336,West,Office Supplies,Paper,OFF-PA-10004359,290,310,3,3,902.1,32.10000000000002
2164,03-01-2023,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,TEC-AC-10002402,170,190,3,5,541.5,31.5
2165,01-04-2022,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Paper,OFF-PA-10000551,10,10,2,2,19.6,-0.3999999999999986
2166,23-07-2023,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Furniture,Furnishings,FUR-FU-10003394,130,140,5,2,686.0,36.0
2167,05-12-2022,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,OFF-AR-10002067,20,20,1,4,19.2,-0.8000000000000007
2168,12-11-2023,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Binders,OFF-BI-10004140,10,10,7,5,66.5,-3.5
2169,22-08-2023,Second Class,Consumer,United States,Kent,Ohio,44240,East,Office Supplies,Art,OFF-AR-10004078,10,10,3,5,28.5,-1.5
2170,03-10-2023,Second Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Accessories,TEC-AC-10000927,60,70,3,3,203.7,23.69999999999999
2171,30-07-2022,Second Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Phones,TEC-PH-10003931,100,110,3,2,323.4,23.399999999999977
2172,17-09-2023,Standard Class,Corporate,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,FUR-CH-10004675,290,310,2,4,595.1999999999999,15.199999999999932
2173,17-06-2022,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004506,20,20,3,3,58.199999999999996,-1.8000000000000043
2174,01-10-2022,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10002353,10,10,3,4,28.799999999999997,-1.2000000000000028
2175,15-04-2022,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000943,50,60,4,3,232.79999999999998,32.79999999999998
2176,28-07-2022,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,OFF-PA-10000740,50,50,2,2,98.0,-2.0
2177,24-08-2023,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,OFF-PA-10003001,50,60,9,2,529.2,79.20000000000005
2178,04-02-2023,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,OFF-BI-10001628,40,40,5,5,190.0,-10.0
2179,11-06-2023,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,OFF-PA-10001509,70,70,8,5,532.0,-28.0
2180,03-05-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000309,80,90,7,2,617.4,57.39999999999998
2181,20-06-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10003923,40,40,3,5,114.0,-6.0
2182,11-06-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10002084,400,440,4,5,1672.0,72.0
2183,28-02-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Machines,TEC-MA-10000488,3480,4000,5,4,19200.0,1800.0
2184,22-11-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001767,180,200,5,5,950.0,50.0
2185,19-11-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10001940,50,60,8,5,456.0,56.0
2186,17-06-2022,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,OFF-BI-10002735,40,50,2,4,96.0,16.0
2187,29-04-2022,Same Day,Consumer,United States,Huntsville,Alabama,35810,South,Technology,Accessories,TEC-AC-10002345,30,30,2,3,58.199999999999996,-1.8000000000000043
2188,03-01-2022,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,OFF-EN-10003134,60,70,6,2,411.59999999999997,51.599999999999966
2189,26-06-2022,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,FUR-FU-10003708,100,120,2,3,232.79999999999998,32.79999999999998
2190,12-04-2023,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,TEC-PH-10003645,1310,1450,9,3,12658.5,868.5
2191,30-01-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,OFF-AP-10000692,50,60,3,5,171.0,21.0
2192,24-04-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001718,120,150,3,3,436.5,76.5
2193,29-08-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,OFF-AP-10002082,70,70,3,4,201.6,-8.400000000000006
2194,20-02-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10001125,100,120,4,4,460.79999999999995,60.799999999999955
2195,29-07-2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,OFF-AP-10000252,30,40,3,3,116.39999999999999,26.39999999999999
2196,10-06-2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10003038,40,40,5,3,194.0,-6.0
2197,13-04-2022,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,OFF-AR-10000940,0,0,2,4,0.0,0.0
2198,17-03-2023,Standard Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Art,OFF-AR-10001954,10,10,3,5,28.5,-1.5
2199,15-12-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10003177,20,20,3,3,58.199999999999996,-1.8000000000000043
2200,23-02-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10000533,10,10,1,2,9.8,-0.1999999999999993
2201,18-02-2023,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Furniture,Furnishings,FUR-FU-10001935,20,20,6,4,115.19999999999999,-4.800000000000011
2202,19-11-2022,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Phones,TEC-PH-10002563,810,880,7,2,6036.8,366.8000000000002
2203,12-05-2022,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10002160,10,10,2,5,19.0,-1.0
2204,13-05-2023,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10004748,150,190,3,5,541.5,91.5
2205,13-08-2023,Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Furnishings,FUR-FU-10001473,20,20,1,3,19.4,-0.6000000000000014
2206,31-03-2023,Second Class,Home Office,United States,Bristol,Tennessee,37620,South,Office Supplies,Art,OFF-AR-10000538,60,70,3,4,201.6,21.599999999999994
2207,02-11-2022,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,OFF-BI-10001098,20,30,7,2,205.79999999999998,65.79999999999998
2208,30-06-2022,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Phones,TEC-PH-10001552,40,40,4,4,153.6,-6.400000000000006
2209,13-11-2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000390,20,20,4,5,76.0,-4.0
2210,09-03-2023,Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Technology,Phones,TEC-PH-10001079,680,830,7,4,5577.599999999999,817.5999999999995
2211,23-03-2022,Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,OFF-BI-10003460,40,40,10,5,380.0,-20.0
2212,26-12-2022,First Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Appliances,OFF-AP-10003842,160,170,6,5,969.0,9.0
2213,23-03-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003535,20,30,1,5,28.5,8.5
2214,18-05-2022,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10002012,0,0,1,2,0.0,0.0
2215,26-05-2023,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10001922,50,60,13,4,748.8,98.79999999999995
2216,12-06-2022,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Appliances,OFF-AP-10000576,200,240,2,3,465.59999999999997,65.59999999999997
2217,04-03-2023,First Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,FUR-CH-10000553,90,110,4,2,431.2,71.19999999999999
2218,25-08-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10003469,0,0,2,3,0.0,0.0
2219,22-02-2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10000145,10,10,4,5,38.0,-2.0
2220,29-11-2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10001580,10,10,1,4,9.6,-0.40000000000000036
2221,04-09-2023,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10001817,1090,1150,4,3,4462.0,102.0
2222,23-10-2022,Same Day,Consumer,United States,Marion,Ohio,43302,East,Technology,Phones,TEC-PH-10001578,450,490,2,5,931.0,31.0
2223,21-12-2022,Same Day,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,OFF-AR-10004078,30,40,8,3,310.4,70.39999999999998
2224,30-11-2022,Same Day,Consumer,United States,Marion,Ohio,43302,East,Furniture,Chairs,FUR-CH-10004860,60,70,1,4,67.2,7.200000000000003
2225,13-05-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10003790,50,50,3,3,145.5,-4.5
2226,02-02-2022,Second Class,Consumer,United States,Littleton,Colorado,80122,West,Furniture,Bookcases,FUR-BO-10002202,60,70,1,2,68.6,8.599999999999994
2227,27-08-2022,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,OFF-FA-10003059,0,0,2,3,0.0,0.0
2228,23-05-2023,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Technology,Phones,TEC-PH-10002496,110,120,1,2,117.6,7.599999999999994
2229,03-04-2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10003238,310,330,1,3,320.09999999999997,10.099999999999966
2230,25-01-2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004390,540,670,2,3,1299.8,219.79999999999995
2231,28-05-2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10002765,40,50,2,4,96.0,16.0
2232,25-07-2022,Standard Class,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,FUR-FU-10000293,470,530,5,3,2570.5,220.5
2233,05-07-2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10003692,190,230,5,3,1115.5,165.5
2234,16-12-2022,Second Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,TEC-PH-10001051,280,320,4,5,1216.0,96.0
2235,11-07-2023,Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,TEC-AC-10001013,200,210,7,3,1425.8999999999999,25.899999999999864
2236,20-02-2023,Second Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,OFF-ST-10000025,160,190,2,3,368.59999999999997,48.599999999999966
2237,11-04-2022,Second Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,OFF-AR-10000817,20,20,8,4,153.6,-6.400000000000006
2238,14-02-2022,Standard Class,Home Office,United States,Provo,Utah,84604,West,Office Supplies,Supplies,OFF-SU-10000952,40,40,5,2,196.0,-4.0
2239,13-01-2022,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10004597,30,40,2,4,76.8,16.799999999999997
2240,22-12-2022,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003527,820,1020,1,3,989.4,169.39999999999998
2241,12-07-2022,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002982,30,40,7,2,274.4,64.39999999999998
2242,01-02-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10004165,470,490,3,5,1396.5,-13.5
2243,04-01-2023,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10003442,50,60,2,2,117.6,17.599999999999994
2244,28-06-2023,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Art,OFF-AR-10003856,10,10,2,3,19.4,-0.6000000000000014
2245,28-06-2022,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Fasteners,OFF-FA-10004248,10,10,2,2,19.6,-0.3999999999999986
2246,29-05-2023,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Appliances,OFF-AP-10001492,10,10,1,2,9.8,-0.1999999999999993
2247,28-10-2022,Standard Class,Home Office,United States,Pasadena,California,91104,West,Technology,Phones,TEC-PH-10004165,570,660,3,2,1940.3999999999999,230.39999999999986
2248,25-07-2022,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10004285,10,10,2,4,19.2,-0.8000000000000007
2249,16-10-2022,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10001628,30,40,5,3,194.0,44.0
2250,29-03-2022,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10000546,10,10,5,3,48.5,-1.5
2251,11-11-2022,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,OFF-AP-10001391,460,540,6,3,3142.7999999999997,382.7999999999997
2252,26-09-2023,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000477,20,20,3,5,57.0,-3.0
2253,19-08-2023,Second Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10004327,110,140,3,4,403.2,73.19999999999999
2254,19-08-2022,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Appliances,OFF-AP-10000696,40,40,3,5,114.0,-6.0
2255,08-01-2022,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Appliances,OFF-AP-10002082,40,40,2,4,76.8,-3.200000000000003
2256,19-02-2022,Standard Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Phones,TEC-PH-10001944,410,440,3,2,1293.6,63.59999999999991
2257,02-01-2023,Standard Class,Corporate,United States,Bangor,Maine,4401,East,Furniture,Furnishings,FUR-FU-10004952,100,110,2,2,215.6,15.599999999999994
2258,09-05-2023,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10000015,980,1210,7,4,8131.2,1271.1999999999998
2259,26-01-2023,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10001776,20,20,2,5,38.0,-2.0
2260,07-05-2022,Second Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Fasteners,OFF-FA-10002280,10,10,1,4,9.6,-0.40000000000000036
2261,02-08-2023,Second Class,Home Office,United States,San Diego,California,92024,West,Technology,Accessories,TEC-AC-10002049,330,370,3,5,1054.5,64.5
